id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
27279	Cursed Kesadein	Quest Monster	0	80	FF	-1
27280	Fallen Angel Narcissus	Quest Monster	0	80	FF	-1
27281	Fallen Angel Metellus	Quest Monster	0	80	FF	-1
27282	Reverse Angel Odiel	Quest Monster	0	80	FF	-1
27283	Grandpapa Askalius	Quest Monster	0	80	FF	-1
27284	Flame Evil Spirit Azira	Quest Monster	0	80	FF	-1
27285	Lizard's Totem Sharuhi	Quest Monster	0	80	FF	-1
27286	Fallen Knight Adhil	Quest Monster	0	80	FF	-1
27287	Bound Elf Panacea	Quest Monster	0	80	FF	-1
27288	Sword Player Biel	Quest Monster	0	80	FF	-1
27289	Ancient Sword Master Iron	Quest Monster	0	80	FF	-1
27290	White Wing Commander 	Quest Monster	0	80	FF	-1
27291	White Wing Fighter	Quest Monster	0	80	FF	-1
27292	Fallen Noble Orc Muhark	Quest Monster	0	80	FF	-1
27293	Khavatari Uruz	Quest Monster	0	80	FF	-1
27294	Overlord Atrus	Quest Monster	0	80	FF	-1
27295	Sharuhi Mouth Mudaha	Quest Monster	0	80	FF	-1
27296	Monument Watcher Ezekiel	Quest Monster	0	80	FF	-1
27297	Monument Watcher Ezekiel	Quest Monster	0	80	FF	-1
27298	Monument Watcher Ezekiel	Quest Monster	0	80	FF	-1
27299	Monument Watcher Ezekiel	Quest Monster	0	80	FF	-1
27300	Monument Watcher Ezekiel	Quest Monster	0	80	FF	-1
27301	Monument Watcher Ezekiel	Quest Monster	0	80	FF	-1
27302	Monument Defender Azrael	Quest Monster	0	80	FF	-1
27303	Monument Defender Azrael	Quest Monster	0	80	FF	-1
27304	Monument Defender Azrael	Quest Monster	0	80	FF	-1
27305	Monument Defender Azrael	Quest Monster	0	80	FF	-1
27306	Monument Defender Azrael	Quest Monster	0	80	FF	-1
27307	Monument Defender Azrael	Quest Monster	0	80	FF	-1
27308	Assassin Frost	Quest Monster	0	80	FF	-1
27309	Minervia Van Hacken	Quest Monster	0	80	FF	-1
27310	Kitanis Van Hacken	Quest Monster	0	80	FF	-1
27311	Judgment Hound Dog Kelvas	Quest Monster	0	80	FF	-1
27312	Mysterious Servitor	Quest Monster	0	80	FF	-1
27313	Vision Guardian Shakiel	Quest Monster	0	80	FF	-1
27314	Vision Guardian Shakiel	Quest Monster	0	80	FF	-1
27315	Vision Guardian Shakiel	Quest Monster	0	80	FF	-1
27316	Fallen Chieftain Vegus	Quest Monster	0	80	FF	-1
27317	Restrainer of Glory	Quest Monster	0	80	FF	-1
27318	Wendy's Guardian	Quest Monster	0	80	FF	-1
27319	Black Leopard	Quest Monster	0	80	FF	-1
27320	Timora Orc	Quest Monster	0	80	FF	-1
27321	Bruin Lizardman	Quest Monster	0	80	FF	-1
27322	Picot Araneid	Quest Monster	0	80	FF	-1
30001	Lector	Trader	9C	E8	A9	-1
30002	Jackson	Trader	9C	E8	A9	-1
30003	Silvia	Trader	9C	E8	A9	-1
30004	Katerina	Trader	9C	E8	A9	-1
30005	Wilford	Warehouse Keeper	9C	E8	A9	-1
30006	Roxxy	Gatekeeper	9C	E8	A9	-1
30008	Roien	Grand Master	9C	E8	A9	-1
30009	Newbie Helper		9C	E8	A9	-1
30010	Auron	Master	9C	E8	A9	-1
30014	Celma	Master	9C	E8	A9	-1
30017	Gallint	Grand Magister	9C	E8	A9	-1
30019	Newbie Helper		9C	E8	A9	-1
30022	Zigaunt	Priest	9C	E8	A9	-1
30026	Bitz	Grand Master	9C	E8	A9	-1
30027	Gwinter	Master	9C	E8	A9	-1
30028	Pintage	Master	9C	E8	A9	-1
30029	Minia	Master	9C	E8	A9	-1
30030	Vivyan	Priestess	9C	E8	A9	-1
30031	Biotin	High Priest	9C	E8	A9	-1
30032	Yohanes	Priest	9C	E8	A9	-1
30033	Baulro	Magister	9C	E8	A9	-1
30034	Iris	Magister	9C	E8	A9	-1
30035	Harrys	Magister	9C	E8	A9	-1
30036	Petron	Priest	9C	E8	A9	-1
30037	Levian	High Priestess	9C	E8	A9	-1
30039	Gilbert	Captain	9C	E8	A9	-1
30040	Leon	Guard	9C	E8	A9	-1
30041	Arnold	Guard	9C	E8	A9	-1
30042	Abellos	Guard	9C	E8	A9	-1
30043	Johnstone	Guard	9C	E8	A9	-1
30044	Chiperan	Guard	9C	E8	A9	-1
30045	Kenyos	Guard	9C	E8	A9	-1
30046	Hanks	Guard	9C	E8	A9	-1
30047	Firon	Wharf Manager 	9C	E8	A9	-1
30048	Darin		9C	E8	A9	-1
30049	Bonnie		9C	E8	A9	-1
30050	Elias		9C	E8	A9	-1
30051	Cristel		9C	E8	A9	-1
30054	Rant	Warehouse Keeper	9C	E8	A9	-1
30055	Rolfe	Warehouse Keeper	9C	E8	A9	-1
30057	Aldo	Warehouse Freightman	9C	E8	A9	-1
30058	Holvas	Warehouse Keeper	9C	E8	A9	-1
30059	Trisha	Gatekeeper	9C	E8	A9	-1
30060	Sabrin	Trader	9C	E8	A9	-1
30061	Casey	Trader	9C	E8	A9	-1
30062	Sonia	Trader	9C	E8	A9	-1
30063	Lara	Trader	9C	E8	A9	-1
30064	Terry	Master	9C	E8	A9	-1
30065	Arnelle	Master	9C	E8	A9	-1
30066	Pabris	Grand Master	9C	E8	A9	-1
30067	Glyvka	Priestess	9C	E8	A9	-1
30068	Shegfield	Priest	9C	E8	A9	-1
30069	Rollant	Magister	9C	E8	A9	-1
30070	Sylvain	High Priest	9C	E8	A9	-1
30071	Lucas	Captain	9C	E8	A9	-1
30072	Metty	Guard	9C	E8	A9	-1
30073	Jacob	Guard	9C	E8	A9	-1
30074	Harlan	Guard	9C	E8	A9	-1
30075	Xaber	Guard	9C	E8	A9	-1
30076	Liam	Guard	9C	E8	A9	-1
30078	Pano	Grocer	9C	E8	A9	-1
30079	Barder	Warehouse Freightman	9C	E8	A9	-1
30080	Clarissa	Gatekeeper	9C	E8	A9	-1
30081	Helvetia	Grocer	9C	E8	A9	-1
30082	Denkus	Grocer	9C	E8	A9	-1
30083	Pochi	Warehouse Keeper	9C	E8	A9	-1
30084	Graham	Weapons Trader	9C	E8	A9	-1
30085	Stanford	Weapons Trader	9C	E8	A9	-1
30086	Taurin	Warehouse Keeper	9C	E8	A9	-1
30087	Peta	Armor Trader	9C	E8	A9	-1
30088	Radia	Armor Trader	9C	E8	A9	-1
30090	Sandra	Jeweler 	9C	E8	A9	-1
30091	Ellie	Jeweler 	9C	E8	A9	-1
30092	Collob	Warehouse Keeper	9C	E8	A9	-1
30093	Groot	Magic Trader	9C	E8	A9	-1
30094	Gentler	Magic Trader	9C	E8	A9	-1
30095	Randolf	Warehouse Keeper	9C	E8	A9	-1
30097	Galladucci	Trader	9C	E8	A9	-1
30098	Alexandria	Trader	9C	E8	A9	-1
30103	Valkon	Warehouse Keeper	9C	E8	A9	-1
30104	Parman	Warehouse Keeper	9C	E8	A9	-1
30105	Genwitter	Master	9C	E8	A9	-1
30106	Dufner	Master	9C	E8	A9	-1
30107	Goldian	Master	9C	E8	A9	-1
30108	Macken	Master	9C	E8	A9	-1
30109	Hannavalt	Grand Master	9C	E8	A9	-1
30110	Iker	Magister	9C	E8	A9	-1
30111	Dieter	Magister	9C	E8	A9	-1
30112	Maurius	Magister	9C	E8	A9	-1
30113	Juris	Magister	9C	E8	A9	-1
30114	Roa	Magister	9C	E8	A9	-1
30115	Jurek	Grand Magister	9C	E8	A9	-1
30116	Dustin	Priest	9C	E8	A9	-1
30117	Primos	Priest	9C	E8	A9	-1
30118	Pupina	Priestess	9C	E8	A9	-1
30119	Isabellin	Priestess	9C	E8	A9	-1
30120	Maximilian	High Priest	9C	E8	A9	-1
30121	Jeronin	Captain	9C	E8	A9	-1
30122	Bane	Guard	9C	E8	A9	-1
30123	Vesa	Guard	9C	E8	A9	-1
30124	Zerome	Guard	9C	E8	A9	-1
30125	Belton	Guard	9C	E8	A9	-1
30126	Rath	Guard	9C	E8	A9	-1
30128	Atanas	Guard	9C	E8	A9	-1
30129	Mitraell	Hierarch 	9C	E8	A9	-1
30130	Undrias	Abyssal Celebrant	9C	E8	A9	-1
30131	Newbie Helper		9C	E8	A9	-1
30132	Cecktinon	Abyssal Celebrant	9C	E8	A9	-1
30133	Kartia	Abyssal Celebrant	9C	E8	A9	-1
30134	Jasmine	Gatekeeper	9C	E8	A9	-1
30135	Iria	Trader	9C	E8	A9	-1
30136	Payne	Trader	9C	E8	A9	-1
30137	Vollodos	Trader	9C	E8	A9	-1
30138	Minaless	Trader	9C	E8	A9	-1
30139	Dorankus	Warehouse Keeper	9C	E8	A9	-1
30140	Erviante	Warehouse Keeper	9C	E8	A9	-1
30141	Talloth	Tetrarch 	9C	E8	A9	-1
30143	Trudy	Master	9C	E8	A9	-1
30144	Harne	Magister	9C	E8	A9	-1
30145	Vlasty	Magister	9C	E8	A9	-1
30146	Mirabel	Gatekeeper	9C	E8	A9	-1
30147	Unoren	Trader	9C	E8	A9	-1
30148	Ariel	Trader	9C	E8	A9	-1
30149	Creamees	Trader	9C	E8	A9	-1
30150	Herbiel	Trader	9C	E8	A9	-1
30151	Chad	Warehouse Freightman	9C	E8	A9	-1
30152	Julia	Warehouse Keeper	9C	E8	A9	-1
30153	Markius	Warehouse Keeper	9C	E8	A9	-1
30154	Asterios	Hierarch 	9C	E8	A9	-1
30155	Ellenia	Master	9C	E8	A9	-1
30156	Cobendell	Master	9C	E8	A9	-1
30157	Greenis	Magister	9C	E8	A9	-1
30158	Esrandell	Magister	9C	E8	A9	-1
30162	Karin	Gatekeeper	9C	E8	A9	-1
30163	Rex	Trader	9C	E8	A9	-1
30164	Ian	Trader	9C	E8	A9	-1
30165	Ralford	Trader	9C	E8	A9	-1
30166	Wesley	Magic Trader	9C	E8	A9	-1
30169	Marty	Warehouse Freightman	9C	E8	A9	-1
30170	Radic	Warehouse Keeper	9C	E8	A9	-1
30171	Galios	Magister	9C	E8	A9	-1
30174	Arkenias	Grand Magister	9C	E8	A9	-1
30175	Fairen	Grand Magister	9C	E8	A9	-1
30176	Valleria	Grand Magister	9C	E8	A9	-1
30177	Valentina	Gatekeeper	9C	E8	A9	-1
30178	Zenkin	Trader	9C	E8	A9	-1
30179	Raudia	Trader	9C	E8	A9	-1
30180	Sara	Trader	9C	E8	A9	-1
30181	Galibredo	Trader	9C	E8	A9	-1
30182	Cliff	Warehouse Freightman	9C	E8	A9	-1
30183	Hagger	Warehouse Keeper	9C	E8	A9	-1
30184	Rigol	Master	9C	E8	A9	-1
30185	Taniac Blackbird	Master	9C	E8	A9	-1
30186	Bhan	Master	9C	E8	A9	-1
30187	Klaus Blackbird	Grand Master	9C	E8	A9	-1
30188	Vadin	Priest	9C	E8	A9	-1
30189	Rovia	Magister	9C	E8	A9	-1
30190	Phanovia	Magister	9C	E8	A9	-1
30191	Hollint	High Priest	9C	E8	A9	-1
30192	Darya	Master	9C	E8	A9	-1
30194	Gideon	Magister	9C	E8	A9	-1
30195	Brecson	Grand Master	9C	E8	A9	-1
30196	Mouen	Captain	9C	E8	A9	-1
30197	Hector	Guard	9C	E8	A9	-1
30198	Jerin	Guard	9C	E8	A9	-1
30199	Yates	Guard	9C	E8	A9	-1
30200	Stan	Guard	9C	E8	A9	-1
30201	Pinaps	Guard	9C	E8	A9	-1
30207	Arodin	Trader	9C	E8	A9	-1
30208	Damion	Trader	9C	E8	A9	-1
30209	Colleen	Trader	9C	E8	A9	-1
30210	Norman	Warehouse Keeper	9C	E8	A9	-1
30216	Wheeler	Sentinel	9C	E8	A9	-1
30217	Berros	Sentinel	9C	E8	A9	-1
30218	Kendell	Sentinel	9C	E8	A9	-1
30219	Veltress	Sentinel	9C	E8	A9	-1
30220	Starden	Sentinel	9C	E8	A9	-1
30221	Rayen	Sentinel	9C	E8	A9	-1
30222	Alshupes		9C	E8	A9	-1
30223	Arujien		9C	E8	A9	-1
30224	Rayla	Sentry Knight 	9C	E8	A9	-1
30230	Edroc	Trader	9C	E8	A9	-1
30231	Garette	Trader	9C	E8	A9	-1
30232	Sorint	Warehouse Keeper	9C	E8	A9	-1
30233	Esmeralda	Gatekeeper	9C	E8	A9	-1
30253	Simplon	Trader	9C	E8	A9	-1
30254	Harmony	Trader	9C	E8	A9	-1
30255	Haprock	Warehouse Keeper	9C	E8	A9	-1
30256	Bella	Gatekeeper	9C	E8	A9	-1
30283	Altran	Blacksmith	9C	E8	A9	-1
30284	Alberius	Sentinel Knight	9C	E8	A9	-1
30285	Gartrandell	Sentinel	9C	E8	A9	-1
30288	Rains	Grand Master	9C	E8	A9	-1
30289	Raymond	High Priest	9C	E8	A9	-1
30290	Xenos	Grand Master	9C	E8	A9	-1
30291	Alex	Captain	9C	E8	A9	-1
30293	Manuel	Priest	9C	E8	A9	-1
30294	Varan	Trader	9C	E8	A9	-1
30297	Tobias	Grand Master	9C	E8	A9	-1
30298	Pinter	Blacksmith	9C	E8	A9	-1
30300	Pushkin	Blacksmith	9C	E8	A9	-1
30301	Hally	Trader	9C	E8	A9	-1
30305	Vellior	Tetrarch	9C	E8	A9	-1
30307	Karrod	Blacksmith	9C	E8	A9	-1
30311	Sir Collin Windawood		9C	E8	A9	-1
30312	Rockswell	Lighthouse Keeper	9C	E8	A9	-1
30313	Asha	Trader	9C	E8	A9	-1
30314	Nestle	Trader	9C	E8	A9	-1
30315	Poesia	Trader	9C	E8	A9	-1
30316	Raut	Warehouse Freightman	9C	E8	A9	-1
30317	Kluto	Blacksmith	9C	E8	A9	-1
30320	Richlin	Gatekeeper	9C	E8	A9	-1
30321	Sydnia	Trader	9C	E8	A9	-1
30322	Ballin	Warehouse Freightman	9C	E8	A9	-1
30325	Audiberti	Master	9C	E8	A9	-1
30326	Leona	Master	9C	E8	A9	-1
30327	Sorius	Master	9C	E8	A9	-1
30328	Reisa	Master	9C	E8	A9	-1
30329	Virgil	Master	9C	E8	A9	-1
30330	Sidra	Magister	9C	E8	A9	-1
30331	Thoma	Guard	9C	E8	A9	-1
30332	Bathis	Captain	9C	E8	A9	-1
30333	Praga	Guard	9C	E8	A9	-1
30334	Babenco	Guard	9C	E8	A9	-1
30335	Brynn	Guard	9C	E8	A9	-1
30336	Curtis	Guard	9C	E8	A9	-1
30337	Moretti	Guard	9C	E8	A9	-1
30338	Melville	Guard	9C	E8	A9	-1
30342	Varsak		9C	E8	A9	-1
30344	Rohmer	Magister	9C	E8	A9	-1
30345	Ramoniell	Magister	9C	E8	A9	-1
30346	Kayleen	Sentry	9C	E8	A9	-1
30347	Marion	Sentry	9C	E8	A9	-1
30348	Nelsya	Sentry	9C	E8	A9	-1
30349	Jenna	Sentry	9C	E8	A9	-1
30350	Carlon	Warehouse Freightman	9C	E8	A9	-1
30351	Astaron		9C	E8	A9	-1
30352	Karina		9C	E8	A9	-1
30353	Jughead		9C	E8	A9	-1
30354	Jewel		9C	E8	A9	-1
30355	Roselyn	Sentry	9C	E8	A9	-1
30356	Altima	Sentry	9C	E8	A9	-1
30357	Kristin	Sentry	9C	E8	A9	-1
30358	Thifiell	Tetrarch	9C	E8	A9	-1
30359	Kaitar	Tetrarch	9C	E8	A9	-1
30360	Harant	Master	9C	E8	A9	-1
30361	Rizraell		9C	E8	A9	-1
30362	Andellia		9C	E8	A9	-1
30363	Aios	Blacksmith	9C	E8	A9	-1
30368	Lilith		9C	E8	A9	-1
30369	Baenedes	Master	9C	E8	A9	-1
30370	Nerupa		9C	E8	A9	-1
30371	Thalia		9C	E8	A9	-1
30373	Ramos	Grand Master	9C	E8	A9	-1
30374	Rhodiell	Master	9C	E8	A9	-1
30375	Adonius	Priest	9C	E8	A9	-1
30376	Nell	Magister	9C	E8	A9	-1
30377	Talbot	Magister	9C	E8	A9	-1
30378	Estella	Master	9C	E8	A9	-1
30379	Bezique	Captain	9C	E8	A9	-1
30380	Plink	Guard	9C	E8	A9	-1
30381	Alvah	Guard	9C	E8	A9	-1
30382	Leikan	Guard	9C	E8	A9	-1
30383	Scott	Guard	9C	E8	A9	-1
30384	Linus	Guard	9C	E8	A9	-1
30385	Weisz	Guard	9C	E8	A9	-1
30386	Luis	Guard	9C	E8	A9	-1
30387	Clancy	Wharf Manager 	9C	E8	A9	-1
30391	Parina		9C	E8	A9	-1
30400	Newbie Helper		9C	E8	A9	-1
30401	Newbie Helper		9C	E8	A9	-1
30402	Newbie Helper		9C	E8	A9	-1
30403	Newbie Helper		9C	E8	A9	-1
30404	Newbie Helper		9C	E8	A9	-1
30405	Marius		9C	E8	A9	-1
30406	Matheo		9C	E8	A9	-1
30407	Mesella		9C	E8	A9	-1
30408	Lionel		9C	E8	A9	-1
30409	Earth Snake		9C	E8	A9	-1
30410	Wasteland Lizardman		9C	E8	A9	-1
30411	Flame Salamander		9C	E8	A9	-1
30412	Wind Sylph		9C	E8	A9	-1
30413	Water Undine		9C	E8	A9	-1
30414	Rosella		9C	E8	A9	-1
30415	Charkeren		9C	E8	A9	-1
30416	Triskel		9C	E8	A9	-1
30417	Sir Klaus Vasper		9C	E8	A9	-1
30418	Annika		9C	E8	A9	-1
30419	Arkenia	Witch	9C	E8	A9	-1
30420	Tyra		9C	E8	A9	-1
30421	Varika	Witch	9C	E8	A9	-1
30422	Kalinta	Abyssal Celebrant 	9C	E8	A9	-1
30423	Northwind		9C	E8	A9	-1
30424	Allana		9C	E8	A9	-1
30425	Neti		9C	E8	A9	-1
30426	Prias		9C	E8	A9	-1
30427	Siff	Gatekeeper	9C	E8	A9	-1
30428	Perrin		9C	E8	A9	-1
30429	Tiramisa	Gatekeeper	9C	E8	A9	-1
30430	Trionell	Sentinel	9C	E8	A9	-1
30431	Eriel	Sentinel	9C	E8	A9	-1
30432	Irene	Sentry	9C	E8	A9	-1
30433	Kathaway	Sentry	9C	E8	A9	-1
30434	Samed		9C	E8	A9	-1
30435	Leopold		9C	E8	A9	-1
30436	Sarien	Trader	9C	E8	A9	-1
30437	Rolento	Trader	9C	E8	A9	-1
30452	Kurt	Guard	9C	E8	A9	-1
30458	Poitan	Blacksmith	9C	E8	A9	-1
30459	Wandius	Master	9C	E8	A9	-1
30460	Cardien	Master	9C	E8	A9	-1
30461	Mirien	Magister	9C	E8	A9	-1
30462	Tronix	Grand Master	9C	E8	A9	-1
30463	Ixia	Master	9C	E8	A9	-1
30464	Clayton	Magister	9C	E8	A9	-1
30465	Herven	Guard	9C	E8	A9	-1
30466	Bright	Guard	9C	E8	A9	-1
30469	Jonas		9C	E8	A9	-1
30471	Rupio	Blacksmith	9C	E8	A9	-1
30472	Rosheria	Master	9C	E8	A9	-1
30473	Bandellos	Priest	9C	E8	A9	-1
30474	Angus	Grand Master	9C	E8	A9	-1
30475	Stapin	Master	9C	E8	A9	-1
30476	Kaira	Magister	9C	E8	A9	-1
30477	Sir Ortho Lancer		9C	E8	A9	-1
30478	Reikin	Guard	9C	E8	A9	-1
30483	Mozella	Gatekeeper	9C	E8	A9	-1
30484	Ponti	Gatekeeper	9C	E8	A9	-1
30485	Capella	Gatekeeper	9C	E8	A9	-1
30486	Hanna	Gatekeeper	9C	E8	A9	-1
30487	Penelope	Gatekeeper	9C	E8	A9	-1
30497	Edmond		9C	E8	A9	-1
30498	Moke	Warehouse Chief 	9C	E8	A9	-1
30499	Tapoy	Head Blacksmith	9C	E8	A9	-1
30500	Osborn	High Prefect 	9C	E8	A9	-1
30501	Kasman	Prefect	9C	E8	A9	-1
30502	Umos	Seer	9C	E8	A9	-1
30503	Rikadio	Warehouse Chief 	9C	E8	A9	-1
30504	Mendio	Head Blacksmith	9C	E8	A9	-1
30505	Drikus	High Prefect 	9C	E8	A9	-1
30506	Buka	Prefect	9C	E8	A9	-1
30507	Racoy	Seer	9C	E8	A9	-1
30508	Castor	High Prefect 	9C	E8	A9	-1
30509	Dowki	Prefect	9C	E8	A9	-1
30510	Somak	Seer	9C	E8	A9	-1
30511	Gesto	Warehouse Chief 	9C	E8	A9	-1
30512	Kusto	Head Blacksmith	9C	E8	A9	-1
30513	Penatus	High Prefect 	9C	E8	A9	-1
30514	Vokian	Prefect	9C	E8	A9	-1
30515	Manakia	Seer	9C	E8	A9	-1
30516	Reep	Trader	9C	E8	A9	-1
30517	Shari	Trader	9C	E8	A9	-1
30518	Garita	Trader	9C	E8	A9	-1
30519	Mion	Trader	9C	E8	A9	-1
30520	Reed	Warehouse Chief 	9C	E8	A9	-1
30521	Murdoc	Warehouse Freightman	9C	E8	A9	-1
30522	Airy	Warehouse Keeper	9C	E8	A9	-1
30523	Gouph	Collector	9C	E8	A9	-1
30524	Pippi	Collector	9C	E8	A9	-1
30525	Bronk	Head Blacksmith	9C	E8	A9	-1
30526	Brunon	Blacksmith	9C	E8	A9	-1
30527	Silvera	Blacksmith	9C	E8	A9	-1
30528	Laferon	Foreman	9C	E8	A9	-1
30529	Maron	Miner	9C	E8	A9	-1
30530	Newbie Helper		9C	E8	A9	-1
30531	Lockirin	Iron Gate's	9C	E8	A9	-1
30532	Spiron	Golden Wheel's	9C	E8	A9	-1
30533	Balanki	Silver Scale's	9C	E8	A9	-1
30534	Keef	Bronze Key's	9C	E8	A9	-1
30535	Filaur	Gray Pillar Member	9C	E8	A9	-1
30536	Arin	Black Anvil's	9C	E8	A9	-1
30537	Daichir	Priest of the Earth	9C	E8	A9	-1
30538	Zimenf	Priest of the Earth	9C	E8	A9	-1
30539	Chichirin	Priestess of the Earth	9C	E8	A9	-1
30540	Wirphy	Gatekeeper	9C	E8	A9	-1
30541	Paion	Protector	9C	E8	A9	-1
30542	Runant	Defender	9C	E8	A9	-1
30543	Ethan	Defender	9C	E8	A9	-1
30544	Cromwell	Defender	9C	E8	A9	-1
30545	Proton	Defender	9C	E8	A9	-1
30546	Dinkey	Defender	9C	E8	A9	-1
30547	Tardyon	Defender	9C	E8	A9	-1
30548	Nathan	Defender	9C	E8	A9	-1
30549	Ghouliff Droopstone		9C	E8	A9	-1
30550	Gauri Twinklerock		9C	E8	A9	-1
30551	Tink Wandergold		9C	E8	A9	-1
30552	Kiril Sparkystone		9C	E8	A9	-1
30553	Maryse Redbonnet		9C	E8	A9	-1
30554	Bolter	Miner	9C	E8	A9	-1
30555	Torocco	Carrier	9C	E8	A9	-1
30556	Toma	Master	9C	E8	A9	-1
30557	Torai		9C	E8	A9	-1
30558	Jakal	Trader	9C	E8	A9	-1
30559	Kunai	Trader	9C	E8	A9	-1
30560	Uska	Trader	9C	E8	A9	-1
30561	Papuma	Trader	9C	E8	A9	-1
30562	Grookin	Warehouse Keeper	9C	E8	A9	-1
30563	Imantu	Warehouse Freightman	9C	E8	A9	-1
30564	Sumari	Blacksmith	9C	E8	A9	-1
30565	Kakai	Flame Lord	9C	E8	A9	-1
30566	Varkees	Atuba Chief 	9C	E8	A9	-1
30567	Tantus	Neruga Chief 	9C	E8	A9	-1
30568	Hatos	Urutu Chief	9C	E8	A9	-1
30569	Brukurse	Prefect	9C	E8	A9	-1
30570	Karukia	Prefect	9C	E8	A9	-1
30571	Tanapi	Seer	9C	E8	A9	-1
30572	Livina	Seer	9C	E8	A9	-1
30573	Vulkus	Flame Guardian 	9C	E8	A9	-1
30575	Newbie Helper		9C	E8	A9	-1
30576	Tamil	Gatekeeper	9C	E8	A9	-1
30577	Rukain	Praetorian	9C	E8	A9	-1
30578	Nakusin	Centurion	9C	E8	A9	-1
30579	Tamai	Centurion	9C	E8	A9	-1
30580	Parugon	Centurion	9C	E8	A9	-1
30581	Orinak	Centurion	9C	E8	A9	-1
30582	Tiku	Centurion	9C	E8	A9	-1
30583	Petukai	Centurion	9C	E8	A9	-1
30584	Vapook	Centurion	9C	E8	A9	-1
30585	Tataru Zu Hestui		9C	E8	A9	-1
30586	Anai Zu Neruga		9C	E8	A9	-1
30587	Gantaki Zu Urutu		9C	E8	A9	-1
30588	Takia Zu Duda-Mara		9C	E8	A9	-1
30589	Kazkin Zu Gandi		9C	E8	A9	-1
30590	Rosheek	Khavatari 	9C	E8	A9	-1
30591	Toruku	Khavatari 	9C	E8	A9	-1
30592	Hestui Totem Spirit		9C	E8	A9	-1
30593	Duda-Mara Totem Spirit		9C	E8	A9	-1
30594	Ranspo	Warehouse Chief 	9C	E8	A9	-1
30595	Opix	Head Blacksmith	9C	E8	A9	-1
30596	Harkel	Partisan Doorman	9C	E8	A9	-1
30597	Piotur		9C	E8	A9	-1
30598	Newbie Guide		9C	E8	A9	-1
30599	Newbie Guide		9C	E8	A9	-1
30600	Newbie Guide		9C	E8	A9	-1
30601	Newbie Guide		9C	E8	A9	-1
30602	Newbie Guide		9C	E8	A9	-1
30608	Maria		9C	E8	A9	-1
30609	Creta	Astrologer	9C	E8	A9	-1
30610	Cronos	Elder	9C	E8	A9	-1
30611	Triff	Drunkard	9C	E8	A9	-1
30612	Casian	Elder	9C	E8	A9	-1
30613	Alders Spirit		9C	E8	A9	-1
30614	Metheus	Brother	9C	E8	A9	-1
30615	Voltar	Breka Chief	9C	E8	A9	-1
30616	Kepra	Enku Chief	9C	E8	A9	-1
30617	Burai	Turek Chief	9C	E8	A9	-1
30618	Harak	Leunt Chief	9C	E8	A9	-1
30619	Driko	Vuku Chief	9C	E8	A9	-1
30620	Emily		9C	E8	A9	-1
30621	Nikola	Maestro	9C	E8	A9	-1
30622	Box Of Titan		9C	E8	A9	-1
30623	Kaien	Duelist	9C	E8	A9	-1
30624	Ascalon	Veteran	9C	E8	A9	-1
30625	Mason		9C	E8	A9	-1
30626	Hamil	Sagittarius	9C	E8	A9	-1
30627	Tree		9C	E8	A9	-1
30628	Strong Wooden Chest		9C	E8	A9	-1
30629	Rukal	Bard	9C	E8	A9	-1
30630	Orim	Shadow	9C	E8	A9	-1
30631	Roderik	Warden	9C	E8	A9	-1
30632	Endrigo	Warden	9C	E8	A9	-1
30633	Evert	Fisher	9C	E8	A9	-1
30634	Galatea	High Summoner	9C	E8	A9	-1
30635	Almors	Summoner	9C	E8	A9	-1
30636	Camoniell	Summoner	9C	E8	A9	-1
30637	Belthus	Summoner	9C	E8	A9	-1
30638	Basilla	Summoner	9C	E8	A9	-1
30639	Celestiel	Summoner	9C	E8	A9	-1
30640	Brynthea	Summoner	9C	E8	A9	-1
30641	Takuna	Duda-Mara Chief	9C	E8	A9	-1
30642	Chianta	Gandi Chief	9C	E8	A9	-1
30643	First Orc		9C	E8	A9	-1
30644	Kash		9C	E8	A9	-1
30645	Martien		9C	E8	A9	-1
30646	Raldo	Champion	9C	E8	A9	-1
30647	Chest Of Shyslassys		9C	E8	A9	-1
30648	Santiago	Hermit	9C	E8	A9	-1
30649	Ancestor Martankus		9C	E8	A9	-1
30650	Gerald	Priest of the Earth	9C	E8	A9	-1
30651	Dorf	Wanderer	9C	E8	A9	-1
30652	Uruha		9C	E8	A9	-1
30653	Sir Aron Tanford		9C	E8	A9	-1
30654	Sir Kiel Nighthawk		9C	E8	A9	-1
30655	Isael Silvershadow		9C	E8	A9	-1
30656	Spirit Of Sir Talianus		9C	E8	A9	-1
30657	Seresin	Cardinal 	9C	E8	A9	-1
30658	Gupu	Father	9C	E8	A9	-1
30659	Orphan Girl		9C	E8	A9	-1
30660	Windy Shaoring		9C	E8	A9	-1
30661	Mysterious Dark Elf		9C	E8	A9	-1
30662	Piper Longbow		9C	E8	A9	-1
30663	Slein Shining Blade		9C	E8	A9	-1
30664	Kein Flying Knife		9C	E8	A9	-1
30665	Kristina	Saint	9C	E8	A9	-1
30666	Sla	Preacher	9C	E8	A9	-1
30667	Ramus		9C	E8	A9	-1
30668	Katari		9C	E8	A9	-1
30669	Kakan		9C	E8	A9	-1
30670	Nyakuri		9C	E8	A9	-1
30671	Croto	Chief	9C	E8	A9	-1
30672	Dubabah	Jailer	9C	E8	A9	-1
30673	Lorain	Researcher	9C	E8	A9	-1
30674	Daurin Hammercrush		9C	E8	A9	-1
